FIT101,LIT101,MV101,P101,P102,AIT201,AIT202,AIT203,FIT201,MV201,P201,P202,P203,P204,P205,P206,DPIT301,FIT301,LIT301,MV301,MV302,MV303,MV304,P301,P302,AIT401,AIT402,FIT401,LIT401,P401,P402,P403,P404,UV401,AIT501,AIT502,AIT503,AIT504,FIT501,FIT502,FIT503,FIT504,P501,P502,PIT501,PIT502,PIT503,FIT601,P601,P602,P603,Normal/Attack
0.37382713,752.30896,1.1281992,1.1524968,0.9665563,184.76886,8.641137,309.29877,0.38888377,1.2017263,0.9862341,1.0012556,1.164022,0.99860144,1.1536158,0.9989411,-1.0414429,0.03589859,952.9889,0.99390304,0.8947072,0.9915032,1.5131222,0.9975357,1.0163629,148.78348,151.02126,1.7801602,725.52747,0.97150975,2.003477,1.0009168,0.9902168,2.0696929,7.742684,145.46393,264.81393,15.717359,1.7142996,1.3185213,0.73400337,0.30711398,2.0645235,1.0040734,248.5856,0.92848366,186.5015,0.0021009848,0.99774766,1.0183909,0.98943615,Attack
-0.0059535652,818.8344,0.898633,1.0506442,0.99125326,193.51143,8.581042,331.37604,0.054677438,1.0294292,0.9769079,1.0015379,1.039431,0.9991975,1.0104678,0.99903786,3.0636415,0.06851389,1022.20306,1.0121824,1.0281589,0.99541646,1.9274315,0.9996381,1.0318801,145.87923,282.07855,0.16008808,290.73077,1.0023652,1.0821202,1.001149,0.9916613,1.0571506,7.635666,214.86505,267.05872,14.744472,0.105667435,0.055655792,0.05297129,0.017530512,1.0666093,1.0021569,23.340689,0.043455787,12.060241,-0.0063203806,1.0002398,0.99595386,1.01083,Attack
0.3743557,710.50836,1.0882504,1.7867663,1.0253296,193.40425,8.586505,312.85797,1.9473966,1.8507587,1.0910108,0.9986604,1.7903644,1.0005318,1.8134181,1.0022473,5.5842695,0.7626545,912.7613,0.98648477,1.1711234,0.99344254,1.3413783,1.0025928,1.3034378,147.14255,173.54388,1.2514582,801.0511,0.9858736,1.9519514,0.9998984,0.98659307,1.6752001,7.843463,158.0127,260.98813,13.948876,1.4406325,1.1151247,0.5502588,0.17150488,1.668963,1.0062217,205.32765,0.46624538,157.59807,-0.0024921026,0.9936975,1.0058055,0.98086387,Attack
-0.18462159,820.2487,0.9870394,1.0076635,0.9934257,193.06042,8.5769,354.91797,0.012624214,1.006008,1.0285052,0.9980528,1.0016034,1.0013614,1.0133916,1.0010262,1.7601633,0.14032045,1011.07556,1.0014242,1.0352311,0.98643804,1.9934301,0.9986176,1.0669789,148.88275,325.57175,-0.02573166,245.496,0.9829214,1.0106331,0.9985581,0.9897955,1.0008098,7.526889,217.3891,268.3143,14.856738,0.0049963826,0.0059589883,0.003831969,0.0020857858,0.9929565,1.0014012,11.874747,-0.0056618373,6.3213644,-0.007833227,0.99622947,1.0104046,0.9942445,Attack
-0.04700114,817.22076,1.0130439,0.9717653,1.0025165,190.9094,8.604191,340.09937,-0.05896156,0.9931296,0.99204534,0.9955872,0.97644186,1.0000961,0.9993136,0.9997656,1.4120798,0.031329535,1014.75256,1.0031811,1.0096298,1.003658,1.9889632,1.0010816,1.0178797,147.09969,309.80258,-0.0089806095,241.18707,0.9908861,0.98706627,0.99958366,0.9956735,1.0053126,7.5855985,230.21503,267.44327,15.047836,-0.014470614,-0.017566606,-0.0019947425,0.00020370967,1.0028703,1.0022609,7.637992,-0.0052673738,1.1515876,0.009654046,0.99428725,0.9979116,0.99655855,Attack
2.7007668,570.82153,2.0391848,1.6514511,1.001066,251.35805,8.419702,324.4438,1.5988983,1.7533123,1.050605,0.99088657,1.6517298,0.9997724,1.6673112,0.9990634,23.323114,2.07991,988.1727,1.0233666,1.90714,1.0207262,0.9805144,0.99913085,1.9201064,150.63866,158.37257,1.6152371,897.0761,0.968506,1.9910889,0.997794,0.99313223,1.9672221,7.860254,144.70065,262.64938,14.82634,1.685187,1.2568848,0.7169237,0.29800028,1.9741776,1.0110449,243.61592,1.3967161,187.29611,0.005134695,0.9931264,0.9924116,0.9817257,Attack
1.3445473,709.9177,1.4475564,1.3151529,1.0189816,195.83443,8.574133,320.17313,0.7113783,1.4237462,1.1524417,0.98390514,1.3173041,0.9997249,1.2787395,0.9979728,9.764277,0.91218406,1012.6996,1.0319866,1.4048985,1.022797,1.6042509,1.0005484,1.4687096,147.73717,236.47897,0.4439551,492.84528,0.9813347,1.4501562,0.9987431,1.0291818,1.340321,7.7575316,212.73088,265.8295,14.812673,0.6966456,0.53625876,0.2795092,0.088399686,1.3409805,0.9796646,110.932396,0.33935758,80.840096,-0.008314318,0.9934914,0.99461913,0.9936407,Attack
2.3115523,586.5846,1.924931,1.1939838,1.0321059,198.41443,8.622533,313.76276,0.5651721,1.3973843,1.0038271,0.99074596,1.2122986,0.99409956,1.1920907,0.99390626,10.132467,-0.13424799,1006.09076,1.019243,1.0115925,1.026338,1.1522473,1.003484,0.93082803,147.36703,145.92435,1.6802741,874.9289,0.99479276,2.0039163,1.0003564,0.98303723,1.98245,7.789193,138.0313,270.86212,12.735636,1.6990927,1.2430896,0.73112255,0.30360964,1.9685895,0.99866986,246.10289,0.9108672,188.31854,-0.039534383,0.9936359,1.0080112,1.004691,Attack
-0.26680723,814.4727,0.8323248,1.0145018,1.0077602,189.26004,8.57842,348.12955,0.04137058,1.0292987,1.0250463,0.9980105,1.004132,0.99891686,0.9760238,0.99847466,0.42558473,-0.017933225,1005.8506,1.0276989,0.95364106,1.010424,2.1140974,1.0010699,1.0021024,148.11032,309.05612,-0.011400677,206.16623,0.9738797,1.015547,0.9994307,0.9804846,1.0057726,7.546121,212.32248,268.3996,14.263714,0.027315103,0.03605987,0.007516609,0.0031116563,1.0131971,1.0011286,12.813712,-0.032323234,5.311713,-0.0022041805,1.0016993,1.0049493,0.9915337,Attack
-0.062766686,815.948,0.99470645,0.992809,0.9956161,190.73268,8.593573,339.04843,-0.041132737,1.0603256,1.0473549,0.9962658,0.9803276,0.99714696,0.9663757,0.9969205,1.4117641,0.02594974,1004.36536,1.0195171,0.99120045,1.0169588,2.003525,1.0029358,1.0077094,150.37228,292.08862,0.008340143,237.86887,0.9800461,1.0373656,1.0004343,0.993287,1.0063605,7.617521,220.9924,267.8401,13.388169,0.016377173,0.032650486,0.00064580276,-0.007130046,1.0088462,1.0014429,12.683738,-0.019054942,6.2970495,-0.011734528,0.9988244,0.9946846,0.9994312,Attack
-0.11250211,814.73236,0.991198,1.0080235,0.99225914,191.08795,8.586817,343.9016,0.03170855,0.9975882,1.0028212,1.0006019,1.0084422,1.0003272,1.03064,1.000098,1.5226774,0.017848516,1018.9676,0.9992225,0.9951054,1.0026236,2.002471,1.0002075,1.0085016,147.81218,320.11154,-0.01165209,239.34558,0.9812203,0.99852306,1.0000815,0.9921525,0.9974391,7.5693607,230.5094,267.52277,14.909199,-0.004464424,-0.006559656,0.0035893782,0.0038271802,0.9941344,1.0033798,9.174933,0.0100211585,3.0215676,0.0036508825,0.99146205,1.0037427,0.9941746,Attack
0.10457598,773.7497,1.040618,1.2494265,0.9928327,190.03986,8.638138,320.76196,0.5664454,1.243517,1.2047893,0.9972848,1.2402879,0.9958449,1.2871329,0.99761987,6.5820785,0.45159933,973.65,1.0090661,1.2598331,0.994635,1.7141281,0.9971598,1.1985623,147.6042,254.78865,0.05215027,387.6393,0.9847203,1.2223697,0.99973947,0.9969843,0.9674819,7.7581506,214.40268,262.75885,16.55641,0.19903359,0.16768838,0.048734233,-0.026020754,0.98768866,1.0070152,34.935753,-0.116449945,24.768906,-0.0141618205,0.9893709,1.0080616,0.99124014,Attack
-0.01610829,815.05426,1.0089469,0.9886951,1.0010408,190.79668,8.596418,341.70197,-0.029523065,0.99059254,0.9931101,0.99664104,0.9818616,0.9987312,1.0068094,0.9987232,1.1006861,0.045511268,1021.3753,1.0035485,1.0054493,0.9999357,1.9958307,1.0022388,1.0204831,147.64934,310.6337,-0.045275785,244.331,0.99178517,0.97816056,1.0000064,0.9967708,0.9794007,7.5831184,226.66737,267.54642,14.889261,-0.045539297,-0.033267006,-0.0187086,-0.011364941,0.9787307,1.001721,2.961646,-0.050531797,-1.9680413,0.0077322507,0.99644136,0.9959994,0.99760133,Attack
0.015712604,813.8308,0.95343053,0.9438615,0.9804878,192.53969,8.549386,366.04086,-0.1376218,1.0194573,1.0559347,1.0005563,0.9412568,0.9998328,1.0295236,0.9996401,0.22048469,0.034597896,1007.34827,0.99908286,1.0241859,0.9923729,1.9625871,0.9968271,1.0069398,145.64072,330.29904,-0.0054723993,258.10995,0.98100877,1.0241576,1.0001659,0.98658276,0.9869241,7.4769983,197.4866,269.14767,15.561631,-0.009852088,0.010117128,-0.0028703944,-0.0031142426,1.000622,1.0088553,11.041709,-0.031127863,3.7544167,-0.0029221557,0.98896116,1.0067933,0.9913505,Attack
2.350706,622.49,1.949525,1.1154702,0.98761785,222.12964,8.557302,315.54236,0.3490845,1.190423,1.0059642,0.9881839,1.1220744,0.99628353,1.123072,0.99621165,4.660242,0.030638004,1015.32904,1.0115541,0.95343155,1.0120935,1.0453626,1.0024519,1.015802,148.97083,141.71982,1.8024644,923.73315,0.97459745,2.0502841,1.0001242,0.99793977,2.0173392,7.8335404,134.7213,268.82404,13.75936,1.7761136,1.3206496,0.7614454,0.3154412,2.0165434,1.001945,254.82062,1.272138,196.26038,-0.03186228,0.9963927,1.0002855,0.99515873,Attack
2.0643773,595.32434,1.6979308,1.9152126,1.0201426,183.94969,8.585667,308.12296,2.210447,1.9421234,1.2619247,0.9868627,1.8734022,1.0035942,1.8724163,1.0032208,17.661324,2.1733046,912.2243,0.98123693,1.9209415,0.97025484,1.0334153,0.9965279,1.9842868,145.25714,155.96704,1.3449403,877.9477,0.98361766,2.002013,0.9985199,1.0083253,1.8482807,7.8083167,150.25835,257.9133,15.010725,1.596846,1.2210237,0.6341585,0.23202914,1.8621749,1.0028939,226.99724,0.70040536,174.21869,0.012313062,1.0007529,0.98814625,0.98844236,Attack
2.1881652,592.9783,1.8227274,1.1337411,0.98304886,178.99083,8.633246,298.76715,0.36306286,1.2892169,0.9872234,1.0010058,1.1472758,1.0008663,1.1426928,1.0008497,7.3844223,0.95860875,1016.2449,1.0081538,1.288815,0.98703915,1.2469289,1.0009025,1.4573466,150.0215,149.7826,1.7474215,844.99036,0.983298,2.012878,1.0004727,0.9884645,2.0533118,7.792321,146.47229,261.36142,12.656854,1.7201802,1.3077521,0.7410414,0.30575135,2.046514,1.0012918,249.24347,0.9432705,188.95125,-0.0071814945,0.9999618,0.9974344,0.98614645,Attack
-0.066647425,808.3739,1.012706,0.9827523,0.992356,191.53162,8.583612,342.81955,-0.053959537,0.99486125,1.0015101,0.9980443,0.98516995,1.000592,0.99435437,1.0000613,1.3907003,0.0041232347,1013.9153,1.0064399,0.9979359,1.0041704,1.999625,0.9974093,1.0018903,147.14691,310.28387,0.023546599,242.7232,0.9873182,1.0100762,0.9986855,0.9914691,1.0181061,7.581455,226.66847,267.48587,14.917301,0.02388569,0.008097782,0.018566834,0.011813071,1.0118414,1.0012743,15.159278,0.035446055,6.492011,0.003437061,0.9950031,1.0029724,0.99546856,Attack
0.6724258,745.4217,1.2380561,1.1383953,0.97412854,182.0534,8.622008,300.35373,0.25332242,1.3689224,0.97626567,1.0041262,1.1323923,1.0005053,1.1145369,1.0005122,12.361166,1.4658855,953.0594,0.979905,1.6054425,1.0147426,1.2337829,0.99357235,1.6618226,145.81645,141.32822,1.6662414,732.11487,1.0033247,1.9812847,0.99867594,0.98812175,2.0048265,7.7850413,140.56236,267.7572,13.942652,1.6468916,1.2476214,0.7094952,0.2821581,2.009804,0.9913338,240.08325,0.85077834,181.95172,-0.0018475697,0.98454905,1.0112402,0.993432,Attack
-0.10604359,809.2479,0.957309,0.9936509,1.0083181,189.63638,8.590506,339.62152,-0.00012474238,0.9718698,1.0121235,1.0024949,0.9908714,1.0008742,1.0142794,1.0005463,0.7638225,0.00093736633,1019.7273,1.0051088,0.98803395,1.0014197,1.9690517,0.99905044,1.0053802,147.9943,313.3988,-0.03366003,233.51755,0.9915785,0.9877195,0.99953234,0.9973727,0.98402125,7.5833464,231.09499,267.40283,15.945811,-0.03142301,-0.021537468,-0.008757248,0.00087138603,0.9837702,1.0074807,4.544669,-0.029504292,-1.3472985,0.010738956,0.9937425,0.99950963,0.995195,Attack
2.6077964,524.2832,1.9968942,1.9981465,0.9863822,239.5478,8.352124,330.3236,2.491888,1.9099808,1.108516,0.9989152,1.9628187,1.0011164,1.9960027,1.0024883,31.712723,1.233125,959.15137,1.0346587,1.7460296,1.0386455,1.0454084,1.0009425,1.5128984,147.05351,150.5689,1.6069235,860.80786,0.97709864,1.9816169,0.9998154,0.99620885,1.9627347,7.814317,138.81888,268.05228,7.9426637,1.6568105,1.2433038,0.69476444,0.28590536,1.9551779,1.0142888,238.01279,1.1769333,178.54025,-0.003405879,0.99063355,0.986093,0.9972457,Attack
-0.03976716,812.2562,1.05069,0.91833913,0.98607314,191.77106,8.595531,345.07367,-0.15123026,0.99332064,1.0574278,0.9998166,0.9482997,0.99896264,0.8995754,0.99901664,-3.1621504,-0.38588545,1007.67267,1.0228825,0.86538625,1.0233656,1.9291685,0.9967577,0.8145973,150.34401,308.5746,0.037479185,288.12476,0.9912385,1.0592016,0.9999124,0.98730254,1.0244135,7.5775356,218.20102,267.70374,17.867857,0.07561918,0.04146792,0.0318522,0.012347426,1.0076743,0.9963048,22.00794,0.088042624,14.381324,-0.009140297,0.9841608,1.0000623,0.9908449,Attack
0.54167783,746.3054,1.1202772,1.0422817,1.027861,176.91298,8.652216,302.6152,0.01945717,1.0873587,0.95186615,1.009998,1.0079716,0.9982372,1.0187064,0.9995292,12.145774,1.2030023,939.5877,1.0100245,1.5524327,1.0234534,1.4613731,0.993265,1.5377939,145.29858,175.33574,1.0937463,594.9039,1.0037414,1.6861306,0.99923116,0.9997143,1.6780574,7.7408485,162.17653,264.41232,15.702818,1.0832509,0.84876436,0.43988094,0.16224846,1.6979297,1.0121102,163.70116,0.38924533,118.07147,0.013465744,0.9914585,1.0000144,0.9760618,Attack
-0.1717744,823.4482,0.96390957,0.98927414,0.9968742,192.11673,8.572014,353.69122,-0.013180782,0.9763291,0.9976341,0.9986408,0.9901897,1.0005931,1.0008373,1.0003451,0.5128574,0.0112700695,1011.3129,1.0066845,0.99025315,1.0000197,2.0216336,1.0002786,1.0071572,147.20241,330.16037,-0.042013742,231.98566,0.98384047,0.9829208,0.99911624,0.99267673,0.9918204,7.5111437,220.31062,268.13016,16.611464,-0.02369944,-0.026020333,-0.011281802,-0.0019110631,0.9808152,1.0000185,5.2820196,-0.00931125,0.5583564,-0.0041679284,0.9910643,1.0036248,0.989345,Attack
-0.095971,822.3918,0.9712808,1.0114074,0.99651456,193.75471,8.5505295,356.77792,0.014520596,1.0114633,1.0085493,0.99589825,0.99941236,1.0003458,1.0160342,1.0002894,1.7221346,0.023003483,1013.517,1.0126375,1.0091455,1.0039945,1.9695368,0.99921536,1.0159316,146.54465,337.04028,-0.035550453,239.78513,0.987404,0.99698514,0.999184,0.9884274,0.9997725,7.4860015,216.45323,268.6297,14.825343,-0.0068061715,-0.009309278,-0.0015550987,-0.001028214,0.9947566,0.99750006,9.675513,-0.010214261,1.1360236,0.0032525223,0.99715835,1.0006835,0.99381554,Attack
2.5301132,553.2376,1.9510086,2.0032535,1.004705,236.12553,8.445001,328.58524,2.4884636,1.9799861,1.0194411,0.9919444,2.01093,0.99610394,2.0040345,0.99666494,11.690213,0.97121894,936.6949,1.0531038,1.3361772,1.0587666,1.0010862,1.0028398,1.3990475,147.97142,142.55986,1.7094795,960.05597,0.9744377,2.0381563,1.000049,0.98966676,1.9956527,7.833803,136.9968,266.39798,11.969922,1.7538241,1.3059248,0.7463433,0.3091425,2.0076725,1.0157468,252.36014,1.3007032,192.4107,-0.007140099,0.99151266,0.99277484,0.99339336,Attack
-0.069272056,820.7924,0.99580324,0.9816924,1.0121406,194.27307,8.512972,374.9629,-0.05653994,1.0160886,0.98321736,0.9989521,0.9701924,1.0004871,1.0086049,1.0006725,1.4561701,0.029101754,1017.5389,1.0089457,0.99700284,0.9997155,1.9771786,1.0009865,1.0248767,146.32683,349.40314,-0.004591562,247.09576,0.97960454,1.0070771,0.9992631,0.99414074,1.0135374,7.394162,192.84026,269.978,15.716134,-0.0023234256,-0.0012379149,0.003894554,0.0016619969,1.0080904,1.0038279,8.61132,-0.0139728105,-0.087059826,-0.002859215,0.9914307,0.99690413,0.98719287,Attack
2.5585496,520.66693,1.9269439,1.9898318,1.0361544,205.11024,8.506612,320.01483,2.443839,1.957308,1.0624293,0.99564254,1.9637214,0.9978776,1.9656796,0.99754995,18.880617,1.9362925,949.1921,1.0256891,1.849554,1.0234882,0.9941703,0.99614805,1.8435829,147.41933,153.32062,1.665582,899.8859,0.98373103,2.0151193,0.99891007,0.98787975,1.9999193,7.7883325,144.39983,263.66022,13.7725525,1.7160347,1.2925177,0.7235922,0.29953408,1.9863298,0.9967021,248.71344,1.0186646,187.8733,0.0016516383,1.0019726,0.9997384,0.9928239,Attack
-0.06314255,818.5584,0.9962327,0.9916453,0.9985611,194.598,8.568866,355.60068,0.0020561917,1.0050219,0.9999201,1.0003332,0.9977874,0.999755,1.0416574,0.9995237,0.976572,0.061286233,1013.5971,1.0088888,1.0205415,0.99980706,1.9577616,1.0000856,1.0230472,146.86415,329.44534,-0.014011718,252.8435,0.9923586,1.0024533,0.99977773,0.99350965,0.98921025,7.5143166,215.22807,268.49496,15.039411,-0.010449327,-0.0050464133,3.9265906e-05,-0.000979815,0.97670156,1.0083576,9.022513,-0.028227739,1.3776923,0.006419199,0.9958673,1.0064597,0.9986543,Attack
2.1154044,635.4502,1.8123757,1.019651,0.9945845,189.08597,8.63491,303.80832,0.054293584,1.186397,0.9486451,1.0013298,1.0280285,0.99760395,1.0202875,0.99758923,7.374329,0.67641485,1024.9321,0.9926426,1.2142979,0.9982801,1.2344185,0.9995725,1.3195608,148.24619,144.72757,1.7562021,831.7496,0.99700224,2.02189,0.9999177,0.9807194,2.0262153,7.799238,139.61789,268.0154,13.93744,1.7384375,1.2909687,0.7519391,0.3095654,2.0224075,0.9972212,250.64786,0.979804,190.93048,-0.0013555278,0.99604726,1.0144309,1.0026536,Attack
0.16750418,803.1272,1.0511719,1.0066954,0.9977314,185.56346,8.617114,324.19904,0.027585814,1.0137455,1.1081868,0.999823,0.9919319,0.9978569,1.0102246,0.9989654,2.9782362,0.26181558,998.77954,1.0186852,1.1367342,1.0203434,1.887102,0.99784636,1.1308358,145.58348,269.36487,-0.023276307,291.96616,0.9932862,1.0688915,0.9993831,0.9884668,0.99896485,7.6885805,223.68835,264.61728,15.652962,0.042792164,0.061486438,0.0001445277,-0.016412977,1.0023932,1.0068222,15.588355,-0.058890514,7.9159384,0.022456583,0.9971496,0.9980367,0.9948444,Attack
0.71982497,695.67474,1.2609954,1.621035,1.3290259,188.24661,8.607041,314.4548,1.6468002,1.7394704,0.9913474,0.98677886,1.6242526,0.9980035,1.6372678,0.99624676,12.08869,1.1576071,993.6831,1.036664,1.4591718,1.0031986,1.3401828,1.0079765,1.5180509,146.32019,168.56557,1.4255964,743.2508,0.9805104,1.8532969,0.99929214,1.0097582,1.8747823,7.770686,162.78583,264.89114,13.0185995,1.4849368,1.0971707,0.6225338,0.25324997,1.8706275,1.0056999,212.5166,0.7576455,158.01788,-0.03340919,1.0017287,1.0063475,1.0048834,Attack
2.192361,568.86786,1.8246568,1.8996099,1.0817835,184.58148,8.577839,311.52698,2.2331095,2.022836,1.0824258,0.9955944,1.8874472,0.9993539,1.8961318,0.9993687,19.564625,2.1526825,834.03766,0.99094796,1.9211209,1.0056062,0.9616593,1.0000304,1.9606097,148.50514,153.6799,1.5635314,900.9268,0.9886336,2.0062237,0.99831295,0.99548495,1.9831886,7.7867723,146.0414,266.24097,17.223879,1.6763607,1.2753342,0.70485276,0.28079775,1.9708804,0.9932128,243.5247,0.8702871,183.30473,0.01006105,0.9997468,1.0056347,0.9902988,Attack
2.3985372,600.3388,1.943052,0.9879015,1.0003477,193.1787,8.630205,303.84854,0.007845472,1.0913683,0.96420693,1.0009409,0.9951448,0.99899656,0.99488026,0.99884284,6.230922,0.35704145,1045.3696,0.99832314,1.0618674,0.97203714,1.1777816,0.9997175,1.1808646,148.63995,142.99702,1.8090234,880.5203,0.99270356,2.050169,1.0005009,0.9830504,2.0392137,7.8118377,136.37642,267.0949,12.655807,1.7710468,1.3164765,0.7632536,0.31485894,2.0190187,1.0016751,256.02332,1.0441841,195.02644,-0.0058974503,0.99961513,1.0084217,0.9931931,Attack
0.5001664,775.9817,1.1048357,0.9901993,1.0119802,184.6741,8.637542,322.94827,0.019430468,1.0631404,1.056751,1.0000442,1.0039388,0.9997702,0.9858707,1.000568,3.6885538,0.28430948,1014.56647,0.9970417,1.1324725,1.0154974,1.9019965,1.0006683,1.1300294,151.86363,273.51178,-0.06524406,320.8031,0.98188233,1.111885,0.99897695,1.0044883,0.98702586,7.690169,225.5604,263.66434,15.288191,0.08483847,0.075094715,0.012718842,-0.010633502,0.99205714,1.0083662,19.891485,-0.05868285,14.341506,0.010550474,0.9992801,0.97947556,0.9957118,Attack
1.7857364,598.4631,1.6231626,1.9880185,1.3286499,244.14917,8.410273,330.07336,2.5796225,2.0163374,1.0353979,0.9945405,1.9939219,0.9980542,1.9713223,0.9976895,19.661037,2.1692595,907.2212,1.0066962,1.9223473,1.0146438,0.95529974,0.99747604,1.9771235,148.8134,156.09554,1.629371,893.71686,0.9910873,2.0232973,0.998761,0.9904873,1.9873397,7.85556,145.7164,261.19345,16.389185,1.7298075,1.2876887,0.7299791,0.30304557,1.9793798,1.0032157,249.61652,1.3796158,188.85973,0.021738391,0.9877027,1.00322,0.9938572,Attack
2.4152157,581.16943,1.913551,1.9944361,0.9934956,240.21991,8.422325,331.02902,2.4400697,2.0021622,0.998175,0.9944037,1.9903263,0.99903274,1.9769322,0.99892354,18.794844,2.3024697,917.05426,1.0032389,1.9800612,1.0113001,0.9496623,0.9997437,2.0311456,148.91293,156.4016,1.6682079,907.70966,0.986472,2.0170112,0.9997776,0.98935705,2.015019,7.840105,146.0453,262.01828,13.468268,1.7243066,1.2934701,0.7406667,0.3088939,2.012363,1.0034769,252.16408,1.30454,190.00519,0.007996371,0.99430984,0.9944088,0.9883476,Attack
0.95377713,726.09546,1.1773368,1.3149084,1.058039,199.73077,8.578552,314.561,0.8206781,1.4076896,1.0874655,0.9836794,1.3458946,0.9986989,1.3224653,0.9995577,6.562584,0.7448222,1013.2067,0.94823086,1.3028259,0.9456518,1.6060233,0.9857031,1.357677,151.60442,224.48375,0.6057934,537.38873,0.9826612,1.4625058,0.99921674,1.0122108,1.3849729,7.75424,197.51779,262.0482,26.016329,0.7203344,0.53465563,0.29134056,0.113517486,1.4108126,1.0209395,106.717155,0.40386814,79.93149,0.035497103,0.98991036,0.98769885,0.99419993,Attack
2.8364027,570.67993,2.070089,1.126054,1.0111498,206.26689,8.5760355,308.2421,0.3475836,1.3424401,0.97442895,0.99814963,1.1099491,0.9990944,1.1378465,0.9992184,25.263634,1.6791848,1001.1375,1.0132418,1.9322937,1.0119824,0.95896846,0.99796796,1.7535691,147.89534,153.09312,1.6809802,866.4216,0.98863995,1.9885062,0.9982925,0.98816615,1.9762123,7.8049965,141.28949,267.44354,12.74581,1.6714177,1.2492911,0.7100692,0.29078633,1.9654347,0.99952185,242.88942,0.99524236,182.3849,0.016032267,0.99307203,0.9993398,0.994892,Attack
-0.085167065,813.8067,1.0276506,0.9967029,0.9977777,192.85574,8.589328,350.28625,0.020926306,1.0180777,1.0185626,0.99645954,1.0037396,0.9989259,1.0231605,0.9989842,1.5472069,-0.030812835,1011.33417,1.0070666,0.9725615,1.0062246,1.9810445,0.99908364,0.979643,149.08763,317.61044,-0.043902732,247.22186,0.98824173,0.9847642,0.9992367,0.99426794,0.98970926,7.549608,219.3771,267.90442,15.995007,-0.031880416,-0.018654928,-0.010905518,-0.0065309447,0.9807589,1.0012674,6.2172003,0.0020111285,2.3129952,0.00141586,0.9938426,1.0047048,0.99667776,Attack
1.0557667,723.06573,1.3937825,1.0440669,0.97722995,192.52837,8.666533,316.148,0.17425986,1.1759051,1.0732641,1.0016341,1.0725847,0.9967827,1.0573276,0.9969085,1.3599586,-0.04872761,976.2779,0.9072123,0.92778945,0.8914018,1.4693874,0.9910534,0.9911142,149.46596,173.23427,1.507888,704.9907,0.95079833,1.9132361,1.0008067,0.989641,1.9147035,7.7494593,156.0147,263.3726,17.305033,1.5384438,1.1758358,0.63937634,0.26301152,1.9140388,1.008031,225.54565,0.8517182,166.53462,0.061860632,0.9816413,0.9912095,0.9787539,Attack
0.66309774,725.49,1.1480873,1.5334302,1.1865088,193.7281,8.567705,308.2059,1.417099,1.7095976,1.0712254,0.9902866,1.5054003,1.0008489,1.5355417,1.0007796,18.316202,1.7819048,952.75684,1.0117267,1.8036834,0.9859404,1.1309505,0.9996205,1.8062491,148.25066,159.35603,1.5123011,784.2232,1.0002087,1.9113647,0.99776775,0.9992346,1.9197446,7.8090115,151.77913,262.25882,19.164522,1.5208008,1.149161,0.6308704,0.25494316,1.9188553,1.0163221,221.84038,0.8657285,164.34512,0.009381221,0.98907924,0.99795175,0.9954978,Attack
0.10706268,782.6351,0.9054738,1.0665209,1.0072553,184.0238,8.660683,303.13718,0.13811846,1.0576926,1.0226916,0.9994373,1.0853478,0.9953771,1.0595406,0.99771655,11.812425,1.4820108,1016.00226,1.0081835,1.5458742,0.9963035,1.6057442,1.0012307,1.6620821,150.70982,152.01202,1.5757916,628.17487,0.9856638,1.9338363,1.000824,0.99476594,1.9843556,7.7372856,148.79471,258.43454,16.292274,1.5998304,1.2242934,0.66474766,0.2706946,1.9852544,0.9968176,231.74997,0.78474283,170.82158,-0.007973419,0.99318343,1.0073708,0.9845922,Attack
1.9770749,525.53687,1.7112911,1.9759616,1.4956974,213.50764,8.476424,322.66306,2.5162015,2.0164242,1.0150516,0.9796361,1.9735006,0.9965581,1.9774694,0.9960075,19.174137,2.1898127,954.4155,1.0096298,1.9118243,0.96149945,0.93369144,0.9965017,1.9896511,147.44403,156.46977,1.5396533,908.8658,0.965143,2.0134447,0.99852395,1.0179838,1.9013987,7.843415,147.79895,269.37537,14.333582,1.7158376,1.2793251,0.70344645,0.2766644,1.9262878,0.9987805,240.12871,1.0881834,184.72066,-0.0062442524,1.0110416,1.0090601,1.0004225,Attack
2.596476,522.63983,1.9094977,2.0311801,0.98437786,197.14754,8.512611,317.669,2.4899132,2.0164115,1.1147211,1.0013971,2.0128899,0.9990519,2.0216734,0.9995862,15.863287,1.8777841,937.7697,0.92380786,1.6080657,0.8893064,1.1734204,0.9998736,1.8659145,149.37886,156.05066,1.5786244,892.55536,0.98511976,2.0055716,0.9994451,0.9832373,1.9994991,7.789086,147.67845,262.35132,16.040363,1.7070149,1.29035,0.73096955,0.30577362,1.9942452,1.0039012,251.21745,1.0293815,185.84665,-0.01266753,0.9786023,1.0171951,0.9946573,Attack
1.31852,619.91364,1.4722296,2.0014906,1.0024285,236.51732,8.448273,326.94904,2.4622853,2.0120587,0.925202,0.99231946,2.0084205,0.99762297,1.9878504,0.9982053,11.342507,1.306619,888.374,1.0137911,1.4316186,1.026503,1.0442072,0.9990971,1.544001,150.81973,153.74168,1.6949615,922.9356,0.98269916,2.0556543,1.0004927,0.9951198,1.9771512,7.858374,144.30698,265.8388,15.289513,1.7599945,1.3149731,0.7306675,0.2953042,1.9791429,1.0191994,250.68219,1.194604,191.42497,-0.002249657,0.99420744,1.0055555,1.0017718,Attack
